has_affiliate,has_sponsorships,has_merchandise,sponsorship_frequency,affiliate_frequency,merch_frequency,channel_id,category_cc
False,False,False,0.0,0.0,0.0,UCN2C94LXAg1tXUVdyfz3Itw,Howto & Style
False,False,False,0.0,0.0,0.0,UCt2uuSItBLVTttABPWd90bQ,People & Blogs
False,False,False,0.0,0.0,0.0,UCoCqne57WL2mJ6-kWqiOQXw,People & Blogs
True,False,False,0.0,0.1818181818181818,0.0,UCO4to6GaDElWA9sV3SrPhhw,Howto & Style
True,False,False,0.0,0.02,0.0,UC4sN284Diw1JCy8i7fDCHhg,Music
False,False,False,0.0,0.0,0.0,UCG2W-0FFtCgu1dchkzM2DQg,Music
False,False,False,0.0,0.0,0.0,UCg3JVFlpboKumTTij_HW_ig,Entertainment
False,False,False,0.0,0.0,0.0,UCnnQOvm5ERGJi-k49wWRL4A,Comedy
False,False,True,0.0,0.0,0.38,UC-WM2mvTh2830HL8Vpgk7mA,Education
False,False,False,0.0,0.0,0.0,UCJEKlziKdxoos1qbptjGgLg,Music
False,False,False,0.0,0.0,0.0,UC9pVaOtZ8vdLBrlHu5xaaOA,Comedy
False,False,False,0.0,0.0,0.0,UCzNZlJzmjomyl00ewlxHqOA,Film and Animation
False,False,False,0.0,0.0,0.0,UCkuJY1dJ6SCWxPcAVvdVpPg,Howto & Style
False,True,False,0.04,0.0,0.0,UCjbBFvK04b-O3foSNabdrOA,Entertainment
False,True,False,0.02,0.0,0.0,UCH-81uaxCwAAaSgxRtxMkxg,Howto & Style
False,False,False,0.0,0.0,0.0,UCECK12d7IT5yNuqbxNYatQA,Howto & Style
False,False,False,0.0,0.0,0.0,UCMBNTj0G84ipsjPzRkK3KDw,Film and Animation
True,True,False,0.14,0.06,0.0,UCe-hXw4S5EPBWzLhH4zgiiA,Music
True,False,True,0.0,0.02,0.02,UCt7oj318jVQi7vRbc1bNjJA,News & Politics
False,False,False,0.0,0.0,0.0,UCcFUPGt_tgcP5iMxiBDsXoA,Music
True,False,False,0.0,0.02,0.0,UCmMt8la9Vd8XPdoqXKQHNiA,Howto & Style
False,False,True,0.0,0.0,0.02,UCh7vK970a9Ol76zVuD1ud0g,Gaming
False,False,True,0.0,0.0,0.04,UCgb_M3pd1z4o-qF6VgeyHOw,Entertainment
False,False,False,0.0,0.0,0.0,UCmj81L0jHz-sGab2_EesV_w,Music
False,False,False,0.0,0.0,0.0,UCuoxrRDDgk3UUnxR4tlkJYQ,Howto & Style
False,False,False,0.0,0.0,0.0,UCwvFrHlE8Q1JBtXU1atvRhA,Howto & Style
True,True,True,0.1,1.0,0.9,UC_Mjnv0BiJ6cs_UGxVxJgsQ,Howto & Style
False,False,True,0.0,0.0,0.22,UCKIebaFbubF2L_ol3ujxoSA,Howto & Style
True,False,True,0.0,0.02,0.92,UC3eSiX_rjJk2jg5EJSBcqBw,Autos & Vehicles
False,True,True,0.08,0.0,0.86,UCfiWa7d6um8dAb9hSz2UD-w,Film and Animation
True,False,False,0.0,0.04,0.0,UCb_OmYwdwSpBsl7kXiIFxqQ,Music
True,True,False,0.02,0.02,0.0,UCC03-Rich_1-C5sJ2QQAhWA,Comedy
False,False,True,0.0,0.0,0.72,UCFH-Qa1s6rQRTrQjFg8N84Q,Entertainment
True,False,False,0.0,0.08,0.0,UCcpONlgbqXAjyxsavqtauog,Music
True,False,True,0.0,0.46,0.5,UCoJQafFd9es78EhaqXl4WNA,People & Blogs
False,False,False,0.0,0.0,0.0,UCwxFpM8YEu-hme80DlEaE_w,Music
False,False,False,0.0,0.0,0.0,UCVejgIlyZQ3jxF-dOKx-TPQ,People & Blogs
False,False,False,0.0,0.0,0.0,UCzn5ejzfT6Y_C5VK8HvKHdA,Sports
False,False,False,0.0,0.0,0.0,UC_jNTbtqGyjBlOQgw5HjG9w,Music
False,False,False,0.0,0.0,0.0,UCy40Jd2Mcs7EWzDC_43q3SA,People & Blogs
False,True,True,0.04,0.0,1.0,UCgiJxU4CSEjQ67FylcZ_8qw,Gaming
False,False,False,0.0,0.0,0.0,UCuqw2XCsKEuzOCktBE0_EuQ,Gaming
False,False,False,0.0,0.0,0.0,UCVjAXIlQUCabY9RiFN1Vc6A,Science & Technology
False,True,False,0.04,0.0,0.0,UCZB32syI0FFtThd6xkPTRrg,Howto & Style
False,False,False,0.0,0.0,0.0,UCfJf8DrUe-IsxpWo1ssJw5w,Entertainment
False,False,False,0.0,0.0,0.0,UC6o339IxpafO-t4sfiG6zww,Autos & Vehicles
False,False,False,0.0,0.0,0.0,UCEr0CtoODV2mCMjjMHooLWQ,Entertainment
False,False,False,0.0,0.0,0.0,UCq2MR_xEM4QOjZl3X4QE9zw,Gaming
False,False,False,0.0,0.0,0.0,UCMZHzerINd5mhzl8miavt_g,Howto & Style
False,True,False,0.02,0.0,0.0,UCDGqzf61eNgpsFKwwxrpFmQ,Music
False,False,False,0.0,0.0,0.0,UC5XWNylwy4efFufjMYqcglw,Music
False,False,False,0.0,0.0,0.0,UC2P8xtuV1Yh2bpm9D2ClRCg,Music
True,True,True,0.32,0.92,0.48,UC3fgv-ejI64Gw3FzastFIpw,People & Blogs
False,False,False,0.0,0.0,0.0,UC-LOdiPoxninevJ0DkleCLg,Entertainment
False,False,False,0.0,0.0,0.0,UCWvN7T09aQdKJ-LLW9B5w1A,People & Blogs
True,True,False,0.12,0.02,0.0,UCcMyVNd-RXN96XbUl152rNQ,People & Blogs
True,False,False,0.0,0.02,0.0,UCtrg_CO-cIoh0x9bMDkRJww,Gaming
True,False,False,0.0,0.02,0.0,UC2PYniNHljOED9xNaMpiMiQ,Film and Animation
True,False,True,0.0,0.68,0.02,UCGjJOXtT9nXYgjFFzRDdaTA,Science & Technology
False,False,False,0.0,0.0,0.0,UCYWj9_dtcKB4KCyZY9RkfnQ,Gaming
False,False,False,0.0,0.0,0.0,UCIVDrEz2ixiBWOHrLV5IjEg,Entertainment
False,False,True,0.0,0.0,0.04,UCGm3CO6LPcN-Y7HIuyE0Rew,Comedy
False,False,False,0.0,0.0,0.0,UCJcQeT8LADOXRROXCGM4dRg,Comedy
False,False,False,0.0,0.0,0.0,UCTkC3Jt91QkqNAE4FGWkEIQ,People & Blogs
False,True,True,0.04,0.0,0.3,UC3j3w-oUtIAm_KI857ydvUA,Science & Technology
False,False,True,0.0,0.0,1.0,UCubjVZnLPcMJ7NyIjvEKvbA,Gaming
True,False,True,0.0,0.88,0.04,UCDxabaoNKAm4ufDv5ktM9mw,Music
True,False,False,0.0,0.2,0.0,UCNvT4F1eFg2mRI5VFL5y7jA,Howto & Style
False,False,False,0.0,0.0,0.0,UC8Tw35r0EPXqgUJTkrDDyXA,Entertainment
False,False,False,0.0,0.0,0.0,UCwW5GJbVdK3QjveZAtD1wzg,Music
False,False,False,0.0,0.0,0.0,UCl7mAGnY4jh4Ps8rhhh8XZg,People & Blogs
False,False,False,0.0,0.0,0.0,UCJEWerO285CbunDjJjYyKbw,Gaming
False,True,False,0.02,0.0,0.0,UCO5Jvsc_sKuZi3MhnJxrlzQ,Comedy
True,True,True,0.02,0.56,0.04,UCNovoA9w0KnxyDP5bGrOYzg,Science & Technology
False,False,False,0.0,0.0,0.0,UC0KKGJKOJl8N0m-ymVbzmrw,Gaming
False,False,False,0.0,0.0,0.0,UCQPmOWNza6PMesQaWWBEhJA,People & Blogs
False,False,False,0.0,0.0,0.0,UC5vUl06NL8wioEkm0f8FBzA,Entertainment
False,False,True,0.0,0.0,0.3,UC6WcVQuAJ5dxa2a_GVlgGrQ,Entertainment
False,False,False,0.0,0.0,0.0,UC3lH51N1yWo2dDJgsug1Gjw,People & Blogs
False,False,True,0.0,0.0,0.48,UCBzfdgfIAANfgP3xyhVaEfQ,Autos & Vehicles
False,False,False,0.0,0.0,0.0,UCD53U3HUF8CJW2cRdLzQexQ,Music
True,False,False,0.0,0.02,0.0,UCD-aHqZMn6eU1zA15md1I1Q,Howto & Style
False,False,False,0.0,0.0,0.0,UCY-BdiQLjzVeZ5PkNIcrTxQ,Film and Animation
False,False,False,0.0,0.0,0.0,UC_CydIbJiig9zulZh-seJ_Q,Howto & Style
False,False,True,0.0,0.0,0.04,UC3d3_X0dUnt8YXVKyqr-XLA,Entertainment
False,False,False,0.0,0.0,0.0,UCQIyqMWCdx1GBvbw_Yi6lEA,Sports
False,True,False,0.02,0.0,0.0,UCSuVvJFr2KV1NdKNWuTelPg,Gaming
False,False,True,0.0,0.0,1.0,UCoS8vpZ-240Xv73KtzKaQKQ,Gaming
False,False,False,0.0,0.0,0.0,UCduSVNApvBELfswY_ElMkOw,Howto & Style
False,False,False,0.0,0.0,0.0,UCh_Ysu29HSPeLd-OJjskLIA,People & Blogs
False,False,False,0.0,0.0,0.0,UCtTPp5DpEbiLytmEarkKw2A,Gaming
False,True,True,0.02,0.0,0.16,UCxuwb_eErNh6okiCGhIf7ww,People & Blogs
False,False,False,0.0,0.0,0.0,UCXUyg1vYSupswhi0zNeD-5w,Howto & Style
False,False,False,0.0,0.0,0.0,UCktgoAFaL39_rYfiMZiD9jw,Film and Animation
True,True,False,0.02,0.78,0.0,UCLfbmGhvu7xTHXktmMWdfvw,People & Blogs
False,False,False,0.0,0.0,0.0,UCqdBWKP4_8bU-Rsk2LvVz6Q,People & Blogs
False,False,False,0.0,0.0,0.0,UC-vObULK1w635bdFQpNlbQA,Howto & Style
False,False,False,0.0,0.0,0.0,UCGios2hVkBKIYenW_DwnLsQ,Film and Animation
False,False,False,0.0,0.0,0.0,UCG1-22fo1sIhXGuXYpTRqaA,Education
False,False,False,0.0,0.0,0.0,UCkcdIHabg9Sq0sD6ITyVQcg,Gaming
True,False,False,0.0,0.5,0.0,UC1WhQj7qOa_oeh-xKKiJrUw,Entertainment
False,False,False,0.0,0.0,0.0,UCUaAxUdSxSnF4HEKQzERDEQ,Film and Animation
False,True,False,0.0357142857142857,0.0,0.0,UCvm0S01BUl32VFyJxhFeVDA,Gaming
False,False,False,0.0,0.0,0.0,UCTwywdg9Sw5xs4wdN-qz7yw,Sports
False,False,False,0.0,0.0,0.0,UCyVXkBQX_gRa1GiPun9xMqA,Education
False,False,False,0.0,0.0,0.0,UCW5gbSGTGIukUDsPt2sdhGw,Music
False,False,True,0.0,0.0,0.24,UCkaMiYSFBo_r6JJa-1QWzIA,Comedy
True,False,True,0.0,0.98,0.02,UChXD8Bc5wbsSSVAL4_aZ12w,People & Blogs
False,False,False,0.0,0.0,0.0,UCBiOLEd_eG9Z1Suef9Gt-wQ,Gaming
False,False,False,0.0,0.0,0.0,UC4qz5w2M-Xmju7WC9ynqRtw,People & Blogs
False,False,True,0.0,0.0,0.02,UCODbXSgfLLHR2XejzDeYZHA,Gaming
False,False,False,0.0,0.0,0.0,UC_VjZrXn2Shz3MOb8PU91dQ,Gaming
True,True,True,0.16,0.2,0.94,UCZTqZuqBVxkdQPObDcaqCUg,People & Blogs
False,True,True,0.04,0.0,0.02,UCvxsOt7Ed6IYZN2DjsRKMBw,People & Blogs
True,False,False,0.0,0.02,0.0,UCn5cVaFEEHCIBGUbmrxYdeg,Autos & Vehicles
False,True,True,0.02,0.0,0.98,UCr55I6j01UsbJwvSz2IpwTg,Entertainment
False,False,True,0.0,0.0,0.04,UCty_FzLdVEPlsUMg1O8eEgA,Music
False,False,False,0.0,0.0,0.0,UCbw1qrsjHNIuUGHa2omKbKw,Film and Animation
False,False,False,0.0,0.0,0.0,UCON_gtDQSNnWS1gwBcqgRKg,Science & Technology
False,True,False,0.08,0.0,0.0,UCbg1xn1JhBqKpL2M6xi5-0A,Education
False,False,False,0.0,0.0,0.0,UCUpWvo67W_iA6C_NghZLnuA,Education
False,False,False,0.0,0.0,0.0,UC23zfpquyxJLwpLDDzeBVuQ,Entertainment
True,False,False,0.0,0.02,0.0,UC2b_EuETjAJzgk0Mz9wE1eQ,Autos & Vehicles
False,False,False,0.0,0.0,0.0,UCxOO7zJYfc8XMwo60s3oXEQ,Entertainment
False,False,False,0.0,0.0,0.0,UCRXaOr2-9CJTMqQH5A5GYZQ,Music
False,False,False,0.0,0.0,0.0,UCSOBzuyWsqw6IxRGvhOd56g,Music
False,True,False,0.06,0.0,0.0,UCSjXXHwfaDq1w9oQ0xgOFNg,Gaming
False,False,False,0.0,0.0,0.0,UCkqcY4CAuBFNFho6JgygCnA,People & Blogs
False,False,False,0.0,0.0,0.0,UCK5PP5Up6Dz80dv5G4XuiiA,People & Blogs
False,False,False,0.0,0.0,0.0,UCbyhRdvhJI7XOltrUk1EG7g,Gaming
False,False,False,0.0,0.0,0.0,UCIzXayRP7-P0ANpq-nD-h5g,News & Politics
False,False,True,0.0,0.0,1.0,UCToGASl3o9TtolTBfxzP0ew,Music
False,False,False,0.0,0.0,0.0,UCtUhzIOc-x_m3NqBvT7UCrw,Gaming
False,False,False,0.0,0.0,0.0,UCKA_OnBKECVV3iBUPeP9s3w,Music
True,False,False,0.0,0.02,0.0,UCtHaA_NIxhjAT1xTW3cDc_Q,Entertainment
True,False,True,0.0,0.06,0.02,UCrx-X329UKv0Y06VhfpFVvw,Entertainment
False,False,False,0.0,0.0,0.0,UCnJm8wC-ABOvOn2piAt2WYg,Howto & Style
False,False,True,0.0,0.0,0.06,UCfPgFR2ssIb9JPwq-WEVo2Q,Gaming
False,False,False,0.0,0.0,0.0,UCooe8FmsQSI-Hs70Hz53fxg,Education
True,True,False,0.02,1.0,0.0,UCQWHq9e1hN268yjgYq-0hNw,Gaming
True,True,True,0.18,0.32,0.24,UCiL6WwlHv2DCGpKUjWpSXrg,Howto & Style
False,False,False,0.0,0.0,0.0,UCxidp0WgNPBdIXpHZKQcoMw,Gaming
False,False,False,0.0,0.0,0.0,UC7blWQ25v08FFvOh7ZnNyHQ,Entertainment
True,False,False,0.0,0.0555555555555555,0.0,UCxVgS78ar4N6EO3NzdGizfA,Sports
True,False,True,0.0,0.06,0.98,UCPRlGA2w7C_DVw-1ynolJYw,People & Blogs
False,False,False,0.0,0.0,0.0,UCutoyQiZDDlwUaiO5YVPe7Q,Howto & Style
False,False,False,0.0,0.0,0.0,UCHk14TRSD33vAyx5xKzpcnw,Education
False,False,False,0.0,0.0,0.0,UCF80Rerxz1knbBZgxJv8-fA,Comedy
False,False,False,0.0,0.0,0.0,UCijMvysvaZRsUFSEx17k7Cw,People & Blogs
False,False,False,0.0,0.0,0.0,UCm5G5_2-KnwU6BE-VlW2TMQ,Gaming
False,False,False,0.0,0.0,0.0,UCwvhDrhyEsaDclgNsiNc-2w,Howto & Style
False,False,False,0.0,0.0,0.0,UCn2MH91idCSfpMzafndR0-A,Entertainment
False,False,False,0.0,0.0,0.0,UCUdTV6ABEbvUxVzIwFg4RKw,Entertainment
False,False,True,0.0,0.0,0.78,UCjjRFKvjpU1L1eDmfBWcqig,Howto & Style
False,True,False,0.02,0.0,0.0,UCIAnTAQrk1FnxCfzuPkRCJQ,Entertainment
False,False,False,0.0,0.0,0.0,UClNG6SOdfrkMYiClXLbjQ4g,Gaming
False,False,False,0.0,0.0,0.0,UCmDTrq0LNgPodDOFZiSbsww,Gaming
True,True,False,0.02,0.02,0.0,UC2lJPgRa6PeDNLUqlCCmDAQ,Gaming
False,False,False,0.0,0.0,0.0,UClvwWLUhkEuhV46vLZc4t1g,Film and Animation
True,False,True,0.0,0.0212765957446808,0.0851063829787234,UC5XPCA8X9Q_4gIUBEg_yLTQ,Gaming
True,False,False,0.0,0.06,0.0,UCSGK5KVtylbPYPViZXXn4YQ,Howto & Style
False,False,False,0.0,0.0,0.0,UC3yHtryql8S7y2jukpFsZSg,Gaming
False,False,False,0.0,0.0,0.0,UCc47rJXm46lswZ1H2nxVE_g,Education
False,False,False,0.0,0.0,0.0,UC67f6whPY0ZzudUZaY2AymA,Music
True,True,True,0.04,0.06,0.02,UCFHMw64uu66VKPXq5gh29IQ,Science & Technology
False,False,True,0.0,0.0,0.04,UC3NFtmTQ_bt87KOXx4QR3LA,Music
False,False,False,0.0,0.0,0.0,UCq5isc9KTRqBt6ax6kYJO3w,Gaming
True,False,True,0.0,0.92,0.88,UCznVM0EC0LnGxBZLwTqRIhg,Music
False,False,False,0.0,0.0,0.0,UCAoFnFqLNXJyU8tq7SFTR6g,Gaming
True,False,False,0.0,0.02,0.0,UCUW5GjwcXgbPcfk00t-GQZA,Music
False,False,False,0.0,0.0,0.0,UCbGpBzrgxMSkHsJRGP6BEqQ,Music
True,True,True,0.06,1.0,0.02,UCia7vg9qdbzqnIK2PtwFqbA,Comedy
True,False,False,0.0,0.1,0.0,UCyYDLUC7VLwkO0Z_efwmtTQ,Howto & Style
True,True,False,0.02,0.02,0.0,UCS1qGIA0306vV8aisea4BLQ,Music
False,False,False,0.0,0.0,0.0,UCDndCOhFZMBwhxVFwBCXE8g,Music
False,False,False,0.0,0.0,0.0,UCSvNzUDvn7FA8YBJM9E6o1A,Entertainment
False,False,False,0.0,0.0,0.0,UCxtuzvYz8iSZskiRa01t7zg,Gaming
False,False,True,0.0,0.0,0.02,UCTRpGcEtbFxHLfJ6qqnrzlA,Entertainment
False,False,False,0.0,0.0,0.0,UCw3fku0sH3qA3c3pZeJwdAw,Entertainment
False,False,False,0.0,0.0,0.0,UCwBQ9KhPxP-VLRW7_1tyOGg,Entertainment
False,False,False,0.0,0.0,0.0,UCwunUHi4RWYZTrO2ZOXBxTw,Howto & Style
False,False,True,0.0,0.0,1.0,UCv_vLHiWVBh_FR9vbeuiY-A,Education
False,False,False,0.0,0.0,0.0,UCvC40mkvdkHYoU5m525pkdw,Entertainment
False,True,True,0.06,0.0,0.04,UCMWQbdU4kjCB49xkuQ8nYRw,Entertainment
False,True,False,0.02,0.0,0.0,UCZSDbEOGSg-p8l86k1mTKRQ,Entertainment
False,False,False,0.0,0.0,0.0,UCY3SRAnNDPbX7xnj2F-YhYA,Comedy
False,False,True,0.0,0.0,1.0,UCop_nyUWPXbyCLWSGfnPLSg,Gaming
False,False,False,0.0,0.0,0.0,UChI4p4l9OlVJ41c6AYQBtlw,Autos & Vehicles
False,True,True,0.02,0.0,0.1,UCa5e8PYIfV8H_q64-iGGacw,People & Blogs
False,False,True,0.0,0.0,0.82,UCj-EV6097dZah_wlbnHEzlA,Entertainment
False,False,False,0.0,0.0,0.0,UCVT1tPkR-fUVlO652EcO3ow,News & Politics
False,True,False,0.1,0.0,0.0,UCCdnua4PSRmgmnLVrzICp_Q,People & Blogs
False,True,False,0.02,0.0,0.0,UCe-4xQosMQGkIA8mT4sR98Q,News & Politics
False,True,False,0.66,0.0,0.0,UCrPCP1oaOr0AEs2JdxzfOFA,Gaming
False,False,False,0.0,0.0,0.0,UCpFj6OUz5l3cy8Y1N54-47Q,People & Blogs
False,True,False,0.02,0.0,0.0,UC5IcIpzRsSe4HGCrf7RSKxg,Education
False,True,False,0.02,0.0,0.0,UCiiNw0Tnqoe65x0Bl7KzP3Q,News & Politics
False,True,False,0.02,0.0,0.0,UCDMeyv9L7SL39D4RqIU4d-g,Entertainment
False,False,False,0.0,0.0,0.0,UCDeo2PELOc-BAtEGWg1RyYA,Entertainment
False,False,False,0.0,0.0,0.0,UCAPdjgNAqQlu4yRU9wDImTg,Music
False,True,False,0.02,0.0,0.0,UCzsKCFGWpOk9gxkOjORRkZw,Music
False,False,True,0.0,0.0,0.04,UCsBSMQZsiLprSY6GqhI25Jw,Music
False,False,True,0.0,0.0,0.12,UCEjCyBoWP57QRkmFRz-aOGw,Education
False,False,False,0.0,0.0,0.0,UCy_cuwmA9gnABoe-YIT0tyQ,Sports
False,False,False,0.0,0.0,0.0,UC6kpDTAXXNV5SEP5g1HoPTA,Howto & Style
False,False,False,0.0,0.0,0.0,UCTTBHIoKPIWLAxxTNTiQ9vA,Music
False,False,False,0.0,0.0,0.0,UCyEGbaU-fh8mP5_j9pqtDiA,Entertainment
False,False,False,0.0,0.0,0.0,UCE0-Bxu88d4bsGCv34zvtbA,Music
False,True,False,0.02,0.0,0.0,UCWZtQWpe1C2AksuJ5_eCMAQ,News & Politics
False,True,False,0.02,0.0,0.0,UCbx1TZgxfIauUZyPuBzEwZg,Gaming
False,True,True,0.02,0.0,0.04,UCveB47lgzZJ1WOf4XYVJNBw,Entertainment
True,True,True,0.02,0.76,0.08,UCtaykeSsGhtn2o2BsPm-rsw,Howto & Style
True,False,False,0.0,0.04,0.0,UCfa-XVztQrDlf-2v1UUdkwg,Education
False,False,False,0.0,0.0,0.0,UCNa8NxMgSm7m4Ii9d4QGk1Q,Sports
False,False,False,0.0,0.0,0.0,UC0bxAG5ZvY5NI-yXAET52LA,Education
False,False,False,0.0,0.0,0.0,UCO79NsDE5FpMowUH1YcBFcA,News & Politics
False,False,False,0.0,0.0,0.0,UCZjOKXzJw9Wy6u3_6Xbk0RA,Gaming
False,False,False,0.0,0.0,0.0,UCHuiy8bXnmK5nisYHUd1J5g,Science & Technology
False,False,False,0.0,0.0,0.0,UCmOVEae8Tl7XmdjdxLbJHkw,Music
False,False,False,0.0,0.0,0.0,UChWc6ilKdVM1Cz--wGMW_Zg,Music
False,False,False,0.0,0.0,0.0,UCs6vRDdkZ8bP8Xt6WHbvrwA,Music
False,False,False,0.0,0.0,0.0,UCGvIBxqin_rx3sY9qacQEhQ,Entertainment
False,False,False,0.0,0.0,0.0,UCGtqkLvM_jCEWKwT9ksGDVg,People & Blogs
True,False,True,0.0,0.02,0.04,UCzsPxrgq-aupKyqJsQ2uc4A,People & Blogs
False,False,False,0.0,0.0,0.0,UCQ7-L5xURwv5bsveEz4LqYA,Gaming
False,True,False,0.02,0.0,0.0,UChx9htfs66rnp45O-ThgWVw,Howto & Style
False,False,False,0.0,0.0,0.0,UC9mBJdNZxwE-La5vX0Kozvg,Gaming
False,False,False,0.0,0.0,0.0,UCN278-ZKXly-EIOHzXGIyHA,People & Blogs
False,False,False,0.0,0.0,0.0,UCeY2LQBx_GHiJipiZk6vV1g,Gaming
False,False,False,0.0,0.0,0.0,UCE4qvhAOQucN1U9M-Ul3MOw,Entertainment
False,False,False,0.0,0.0,0.0,UCfvmnHeVMiS-a0b-HFfRz8A,Music
False,False,False,0.0,0.0,0.0,UCxpGC9V8Q_9jXTT_pO54MzA,Entertainment
True,True,True,0.02,0.16,0.02,UCK3-FwoioFv9XezIiAHLc3g,Howto & Style
False,False,False,0.0,0.0,0.0,UCkKFwQCobaT64_HoGe8TyiQ,Entertainment
False,False,False,0.0,0.0,0.0,UCnIQPPwWpO_EFEqLny6TFTw,Science & Technology
False,False,False,0.0,0.0,0.0,UChoyAdkZQVa4V7AbZshiLDg,People & Blogs
False,False,True,0.0,0.0,0.12,UCfb2YpWR9FWTJMjzvAlP0_Q,Gaming
True,False,False,0.0,0.12,0.0,UChelG_sYPLMv-HIBVGpO6DQ,Howto & Style
False,False,False,0.0,0.0,0.0,UCSEmH1YyFWltSBYkfLMtkcg,Music
False,False,False,0.0,0.0,0.0,UCVu8vZtLz2CjMhHVmQ2pVBQ,Music
False,False,False,0.0,0.0,0.0,UCqrJfqXKFIBs4llVPipWppg,News & Politics
True,False,False,0.0,0.42,0.0,UCivA7_KLKWo43tFcCkFvydw,Science & Technology
True,True,False,0.04,0.02,0.0,UCt22CG7b9crZ0HDk1eTiJjA,Education
False,False,False,0.0,0.0,0.0,UCcHRUtEO1xAuhGFoaorY8pA,Howto & Style
False,False,False,0.0,0.0,0.0,UCCg51PJUNkRZMuxD-HIkzOA,Gaming
True,True,True,0.02,0.1,0.98,UCa9T0y46uK5FzJT-8tLBFeQ,Entertainment
False,False,False,0.0,0.0,0.0,UC53s-VII9tDkMRzg2zqFzmw,Sports
False,True,False,0.04,0.0,0.0,UC_bhD-5EIi78pQzxTUwPBww,Gaming
False,False,False,0.0,0.0,0.0,UCVocpHUn7gwLcj-JO00UT4Q,Entertainment
False,False,False,0.0,0.0,0.0,UCDMktNfQd0QiMQgJippiHEw,Entertainment
True,False,False,0.0,0.98,0.0,UCvSmJ60pbqQqqCDojWTspfw,Education
False,False,False,0.0,0.0,0.0,UCr3xiloPSsLDay4NlPZ6yIQ,Music
True,False,True,0.0,0.02,0.5,UC1mc5_VnbSnFTZQygWu2nqQ,People & Blogs
False,False,True,0.0,0.0,0.02,UCeB8d73jg7xk5Mb1YNrxsnQ,Music
False,True,True,0.12,0.0,0.84,UCaawTX2yTGhd3xKwKfpXZTQ,Gaming
False,False,False,0.0,0.0,0.0,UC6ewXzAABp_aSgrK7POj-5g,People & Blogs
False,False,False,0.0,0.0,0.0,UCNnnebGhmIJ8MQ4X1HwphRw,Comedy
False,False,False,0.0,0.0,0.0,UCcGL_0yoZTskvlgAixaEjEg,Gaming
False,False,True,0.0,0.0,0.96,UCMKDKhUdGfIIYKFkIJWoONg,Entertainment
False,True,False,0.88,0.0,0.0,UCEkZHiGsR4jvWeHunEB3Qaw,Entertainment
False,True,False,0.02,0.0,0.0,UCFzEgimkoI6otw19KOeihAw,Entertainment
False,False,False,0.0,0.0,0.0,UCygIn4pth2AULoREJ4o7Zzw,Howto & Style
False,False,False,0.0,0.0,0.0,UCkQJ4YUx54LB23tgOt-Tx-w,People & Blogs
False,False,False,0.0,0.0,0.0,UCLwa795M35UGttyryYK-tIw,People & Blogs
False,False,True,0.0,0.0,0.02,UCjs-Y5mQtqhOMe80pLnlKLQ,People & Blogs
True,True,True,0.02,0.08,0.28,UC1IdPylqngGiuHFLJqHbG_g,Autos & Vehicles
False,True,False,0.02,0.0,0.0,UC5O84sz_dGXE0kPGr0Cdofg,Comedy
True,False,False,0.0,0.04,0.0,UCE0JRUF7J0JC45AOOwinx6A,Comedy
False,False,True,0.0,0.0,0.06,UCfSVMX8vs7xA_hqFcuFqgwQ,Gaming
False,False,False,0.0,0.0,0.0,UCe9JOWHoSPS_r-EdiyNkrkg,Sports
False,False,False,0.0,0.0,0.0,UCsNi3yBwjL9KspadEnzRVdw,Entertainment
False,False,False,0.0,0.0,0.0,UCChcWqwYXCEs657MQ00qVWA,Sports
True,True,False,0.02,0.06,0.0,UC7T8roVtC_3afWKTOGtLlBA,Science & Technology
False,False,False,0.0,0.0,0.0,UCoVJEtEK7y-L7nNc7DP5V_A,Education
False,True,False,0.56,0.0,0.0,UC4jufEFPiBuZhH2QDul-mHw,Entertainment
True,True,True,0.04,0.88,0.86,UCuGWDiuIVLEpiAbIC4Ack9w,Howto & Style
True,False,False,0.0,0.02,0.0,UC-3kgKqj1HxWG9_Q-NgYHGg,Entertainment
False,False,False,0.0,0.0,0.0,UC9d_9DdumZLfPVMsXi4pSUQ,Entertainment
False,False,False,0.0,0.0,0.0,UC9lJXqw4QZw-HWaZH6sN-xw,Gaming
False,True,True,0.02,0.0,0.06,UCciKycgzURdymx-GRSY2_dA,Gaming
False,False,False,0.0,0.0,0.0,UChvZgXAgMTnXP5dPpkNvY2g,Entertainment
True,False,True,0.0,0.02,0.02,UCGQeir-Q7_pau-fpulT4ccA,Gaming
True,False,False,0.0,0.02,0.0,UCtgYlTMAP2bp64mAOtDhsUQ,People & Blogs
False,False,False,0.0,0.0,0.0,UCYvy_rZWF3udXeDHy3PBdtw,Music
False,False,True,0.0,0.0,0.02,UCV2Q52sQybDj3IJV_gz3WVQ,Film and Animation
False,False,False,0.0,0.0,0.0,UCyls5FepyOPvI-fNOELkkeQ,People & Blogs
False,False,False,0.0,0.0,0.0,UCxEmDFo1yUbbxjEb9RjitVA,Film and Animation
False,False,False,0.0,0.0,0.0,UCAA-C5iJziJY0JfreHVz0Ww,Entertainment
False,False,False,0.0,0.0,0.0,UC9mwNk05eGgEoli3j98017w,Entertainment
False,False,False,0.0,0.0,0.0,UC8KCGnqoW1SXM00dwEHCPIw,Music
False,False,False,0.0,0.0,0.0,UC-aN2hjb8rrrpK74Il7ktew,Film and Animation
