has_affiliate,has_sponsorships,has_merchandise,sponsorship_frequency,affiliate_frequency,merch_frequency,channel_id
False,False,False,0.0,0.0,0.0,UCkQJ4YUx54LB23tgOt-Tx-w
False,False,False,0.0,0.0,0.0,UCLwa795M35UGttyryYK-tIw
False,False,True,0.0,0.0,0.02,UCjs-Y5mQtqhOMe80pLnlKLQ
True,True,True,0.02,0.08,0.28,UC1IdPylqngGiuHFLJqHbG_g
False,True,False,0.02,0.0,0.0,UC5O84sz_dGXE0kPGr0Cdofg
True,False,False,0.0,0.04,0.0,UCE0JRUF7J0JC45AOOwinx6A
False,False,True,0.0,0.0,0.06,UCfSVMX8vs7xA_hqFcuFqgwQ
False,False,False,0.0,0.0,0.0,UCe9JOWHoSPS_r-EdiyNkrkg
False,False,False,0.0,0.0,0.0,UCsNi3yBwjL9KspadEnzRVdw
False,False,False,0.0,0.0,0.0,UCChcWqwYXCEs657MQ00qVWA
True,True,False,0.02,0.06,0.0,UC7T8roVtC_3afWKTOGtLlBA
False,False,False,0.0,0.0,0.0,UCoVJEtEK7y-L7nNc7DP5V_A
False,True,False,0.56,0.0,0.0,UC4jufEFPiBuZhH2QDul-mHw
True,True,True,0.04,0.88,0.86,UCuGWDiuIVLEpiAbIC4Ack9w
True,False,False,0.0,0.02,0.0,UC-3kgKqj1HxWG9_Q-NgYHGg
False,False,False,0.0,0.0,0.0,UC9d_9DdumZLfPVMsXi4pSUQ
False,False,False,0.0,0.0,0.0,UC9lJXqw4QZw-HWaZH6sN-xw
False,True,True,0.02,0.0,0.06,UCciKycgzURdymx-GRSY2_dA
False,False,False,0.0,0.0,0.0,UChvZgXAgMTnXP5dPpkNvY2g
True,False,True,0.0,0.02,0.02,UCGQeir-Q7_pau-fpulT4ccA
True,False,False,0.0,0.02,0.0,UCtgYlTMAP2bp64mAOtDhsUQ
False,False,False,0.0,0.0,0.0,UCYvy_rZWF3udXeDHy3PBdtw
False,False,True,0.0,0.0,0.02,UCV2Q52sQybDj3IJV_gz3WVQ
False,False,False,0.0,0.0,0.0,UCyls5FepyOPvI-fNOELkkeQ
False,False,False,0.0,0.0,0.0,UCxEmDFo1yUbbxjEb9RjitVA
False,False,False,0.0,0.0,0.0,UCAA-C5iJziJY0JfreHVz0Ww
False,False,False,0.0,0.0,0.0,UC9mwNk05eGgEoli3j98017w
False,False,False,0.0,0.0,0.0,UC8KCGnqoW1SXM00dwEHCPIw
False,False,False,0.0,0.0,0.0,UC-aN2hjb8rrrpK74Il7ktew
False,False,False,0.0,0.0,0.0,UC5flkNn3jfdyD40tveB8qVw
False,False,False,0.0,0.0,0.0,UCi0AqmA_3DGPFCu5qY0LLSg
False,False,False,0.0,0.0,0.0,UCw-e1bYI5y7Cr67qeL45YxA
True,False,False,0.0,0.04,0.0,UCq_0EVtAnHnyseP8fB5o6BQ
True,False,False,0.0,0.029411764705882353,0.0,UCcL78rRNuUQ8t7Dx4CLmRqA
False,False,False,0.0,0.0,0.0,UCoVE0AeLOWAn0vsabzx6cvw
False,False,False,0.0,0.0,0.0,UCPT7fE_u4Q-ioN49Bi2G74Q
False,False,False,0.0,0.0,0.0,UCPJwEJZGIbeHyTiwpKNof6Q
True,True,False,0.02,1.0,0.0,UCpak-zDg3JvdIrfVO68QDEg
False,False,False,0.0,0.0,0.0,UC5Zc0EUB-km6in-55cK7k2g
False,False,False,0.0,0.0,0.0,UCmUu9dZWflUxUy4xE_hLy5A
True,True,True,0.04,0.54,0.02,UC5Qbo0AR3CwpmEq751BIy0g
False,False,False,0.0,0.0,0.0,UCNTRV4FWCHQ19CtMBA8-02w
False,False,False,0.0,0.0,0.0,UCR6RdAMf0JwwjMWUvR0Y9yg
False,False,False,0.0,0.0,0.0,UCtT0cWhG0tcy2NC2-tfr54A
False,False,False,0.0,0.0,0.0,UCvOGElQWhX8tyTxwzv1rKzg
False,False,False,0.0,0.0,0.0,UCWGcbY5JBzcUenFwl4A1eNw
False,False,False,0.0,0.0,0.0,UC4L4Vac0HBJ8-f3LBFllMsg
False,False,False,0.0,0.0,0.0,UCrYERDrgzz0QwWEt1mQGWmQ
False,False,False,0.0,0.0,0.0,UCueFVVtA5h6m3XvVC6xNsHg
True,False,False,0.0,0.02,0.0,UCSHhm94gQifhWmO5LhQk2XQ
False,False,False,0.0,0.0,0.0,UCsp7tBQysD74icy0joNdISg
False,False,False,0.0,0.0,0.0,UCcmCmTWnwAZBRO5JgR59TmQ
False,False,False,0.0,0.0,0.0,UCliO_moN7OqGoVGBWcExoDw
False,False,True,0.0,0.0,0.02,UCx5HQPjpr3JAeBFKkar8E0A
False,False,False,0.0,0.0,0.0,UC3eaPbEdWUSlGcfsqbEZHHg
False,False,False,0.0,0.0,0.0,UCP1ZfPYU0cjhXXnuxlLVhqQ
False,False,False,0.0,0.0,0.0,UCLUe2jr4IMSM1sRZp1GkcvQ
False,False,False,0.0,0.0,0.0,UCEaQBiiuwbn_UG64vCq04dA
False,False,True,0.0,0.0,1.0,UCJI-CtBCPVCSRPjmBnlbkvQ
True,True,False,0.04,0.02,0.0,UCMKgI5xN-3Q0MiYZwZRwEcg
False,False,True,0.0,0.0,0.02,UC_HgtI1WieWXTJu-EWHGr9w
False,True,False,0.02,0.0,0.0,UCFgjPkfDFtyheoTndkbRWVQ
False,False,False,0.0,0.0,0.0,UCkjU6pdBfNmoO4dUKMzkIzg
True,False,False,0.0,0.02,0.0,UCAxYH9DWyVmMpS9NgyxoTFQ
False,True,False,0.14,0.0,0.0,UC8HBQLDPE0RWQgrG-aa6biA
False,False,False,0.0,0.0,0.0,UC8Xb-hkR53QVN4GlUHi1iZg
False,False,False,0.0,0.0,0.0,UC7xkF6RR5qtdinMCsrcvsug
False,False,False,0.0,0.0,0.0,UC3LtEVr13vCHJti1nYv_bFw
False,False,False,0.0,0.0,0.0,UCAtb_fPYHx7PDORbeV31OBw
True,True,True,0.12,0.02,0.48,UCqE3IQPWUDA9PZGaT6BDAKw
False,False,False,0.0,0.0,0.0,UCBIoH4VhFOTkNB2dS3rTjdA
False,True,False,0.42,0.0,0.0,UCF_votze88WRDSEREe9s3aQ
False,False,False,0.0,0.0,0.0,UCr8OUmDJZZ35wYfjw3ajgnA
False,True,False,0.02,0.0,0.0,UCqA2ZPcBYbWqmKU3iFX2KwA
False,False,False,0.0,0.0,0.0,UCNSx4K-gFVFAq8V2plBJ4BQ
True,False,True,0.0,0.04,1.0,UCp6F1mQGuaXiDj5otWBmIjg
False,False,False,0.0,0.0,0.0,UC93ltVw2_vodx5MXxwn3gLQ
False,False,False,0.0,0.0,0.0,UC7-bSJrZzmHzhJqtJegEAdA
False,False,False,0.0,0.0,0.0,UCFiRxi7pyuF1gcb2WLAwnig
False,False,False,0.0,0.0,0.0,UCv8gFyATae1x0VmDHmNbIhg
True,True,False,0.04,0.06,0.0,UCw_lQ_KhJBX4hAQ6rqbg0Bw
False,False,True,0.0,0.0,1.0,UCtwMWJr2BFPkuJTnSvCESSQ
False,False,False,0.0,0.0,0.0,UCSZXf2ERbYw63eU9XCVufVg
False,False,True,0.0,0.0,0.12,UC0fj1NjkK3dItNCwH7S-GXQ
True,False,False,0.0,0.2,0.0,UCK-H1e0S8jg-8qoqQ5N8jvw
False,False,False,0.0,0.0,0.0,UChDGNye8FLYx1sPX180SCQg
False,False,True,0.0,0.0,1.0,UCW2G11dTUlkjZCW_0EaZK4Q
True,True,False,0.04,0.14,0.0,UCDdi0yUyGW1PKzYXaIACnuA
False,False,False,0.0,0.0,0.0,UCeUe-DnRlagmD0L9QI4-G-w
False,False,False,0.0,0.0,0.0,UC5XHEpD_5A2ciIJu2lU776A
True,True,True,0.02,0.84,0.04,UCkxHOnkV6-_8H0EN7rUg5XQ
True,False,True,0.0,0.32,0.04,UCFCBoWc9nTpgJXaTMnyAtDw
True,False,False,0.0,0.02,0.0,UCJRb6jaNxNjkLfVg_z8VQ3g
False,False,False,0.0,0.0,0.0,UC6rV6_8uaFDMrDK5omfzmlA
False,False,False,0.0,0.0,0.0,UCIRYBXDze5krPDzAEOxFGVA
False,True,False,0.04,0.0,0.0,UCG3Xz6B9N-dPsDC_inqdMOw
False,False,True,0.0,0.0,0.021739130434782608,UCcMaOLTcWV2AzQFcZQ9M-vA
False,True,False,1.0,0.0,0.0,UCCK3OZi788Ok44K97WAhLKQ
True,False,False,0.0,0.48,0.0,UCCavka0AbNklF4cqfaiwqEA
False,False,False,0.0,0.0,0.0,UC9csRStHaIFXhlaeOB8m62w
False,False,False,0.0,0.0,0.0,UC83jt4dlz1Gjl58fzQrrKZg
False,False,False,0.0,0.0,0.0,UC695E7FatpVQunRrK7cpPkw
False,False,False,0.0,0.0,0.0,UCoMd6XZlpTprZbJzqhIK7aA
False,False,True,0.0,0.0,0.06,UCgTaH6nm8sby0hpb2DSKNhg
False,False,False,0.0,0.0,0.0,UCFfAIMTYqgIqrHA9Y1LZoDA
False,False,True,0.0,0.0,0.02,UCK-65DO2oOxxMwphl2tYtcw
False,True,True,0.02,0.0,0.06,UCe4bOvc1mYxFcQ5xPb9Zmow
False,False,False,0.0,0.0,0.0,UCryGec9PdUCLjpJW2mgCuLw
True,False,True,0.0,0.2,0.02,UCrBGLstQskCRQqds4Ir65KA
True,False,False,0.0,0.42,0.0,UCkuqaHz3WWM2oUgFh3H9q9w
False,False,False,0.0,0.0,0.0,UCxlJ45KjG4XVcQ_hd8j227A
False,False,False,0.0,0.0,0.0,UC6oh54zIYKyW6hgBiZzLLsA
False,True,True,0.08,0.0,0.08,UCONTNY-QxA-UVtpR7vWW6Pg
True,True,False,0.02,0.02,0.0,UCLp6jN2qYbs29gMVXxdV05A
False,False,False,0.0,0.0,0.0,UC2vNl4iUpM4Z1Lxlg2BN_4Q
False,False,False,0.0,0.0,0.0,UCzl54RQebnO4Ymfahi_eadQ
False,False,False,0.0,0.0,0.0,UCp_TjaVHcT4Dj0qpj8KOTYA
False,False,False,0.0,0.0,0.0,UCVaVd3qlnPzeCMcddbLXEgA
False,False,False,0.0,0.0,0.0,UCfQ_xrseNPcEhGD_VZrfWTw
False,True,False,0.24,0.0,0.0,UC_O-UfUg2hFtev_SXHrBvEg
True,False,False,0.0,0.8,0.0,UCHdPuKshPHyRHE3rz75rXdw
False,False,False,0.0,0.0,0.0,UCEwyVg-1QxsFxbfB1rl2J_A
False,False,True,0.0,0.0,0.16,UCCVPA8UIeyG-UIh-GoOCW-g
False,False,False,0.0,0.0,0.0,UClBzWLRnI_Itn2W5c7J9sYQ
True,False,False,0.0,0.06,0.0,UC27YZdcPTZM24PgjztxanEQ
False,False,False,0.0,0.0,0.0,UCQOaVDRHTM2VQrHrFx8rL3Q
False,False,True,0.0,0.0,0.72,UCTG6K3xiREDaYQ5n3WWZH4A
False,True,False,0.02,0.0,0.0,UCRCOCvfOkoqneyQCbNOUPwg
True,True,True,0.18,0.02,0.02,UCd6dpR7BBeX4w4Tpa_5cKcQ
False,False,False,0.0,0.0,0.0,UCrMYNkuk6dcD_bvCL_RFz3g
True,True,False,0.034482758620689655,0.034482758620689655,0.0,UCUVYfez3il-dN5hZKERDDSQ
False,False,False,0.0,0.0,0.0,UC4IhgQSETRnAIEb694TwQxQ
False,False,True,0.0,0.0,0.06,UCE4pdOAge35Ylr-DJgvllbQ
False,True,True,0.06,0.0,0.5,UCnxmUrGMtpQT844Yd_l7Zyg
False,False,True,0.0,0.0,0.02,UCO7K1Hrs5z9MsQzsQnaDl5Q
False,False,False,0.0,0.0,0.0,UCb3XpMHbF5GUprgz9qnBBhQ
True,True,False,0.02,0.08,0.0,UCMTk_R_Y49jvq-HQXDmKI0Q
False,False,True,0.0,0.0,1.0,UCVyTdgzzKziBiJlepEVrV-w
False,False,False,0.0,0.0,0.0,UCIKlsX1qfGqKPt4KAW-JOZg
False,False,False,0.0,0.0,0.0,UCTvvHrBdMUfoyajlFzxzxnQ
False,False,False,0.0,0.0,0.0,UCoBapgfK_m6G7airg1rdn8w
False,False,False,0.0,0.0,0.0,UCfDmP6ku0a-38nsgpfsToyw
False,False,False,0.0,0.0,0.0,UCI7fys0WM62xF2jUlUdq0XQ
True,True,True,0.02,0.92,0.98,UCf_suVrG2dA5BTjJhNLwthQ
True,False,False,0.0,0.18,0.0,UCO8Y0qMCbw6JBg4qu_Ce-Lw
False,False,False,0.0,0.0,0.0,UCcXqIv2HjTo_c2IPYmUqiQg
False,False,False,0.0,0.0,0.0,UClR0O4BMCf-nfwHmB9V1RjA
False,False,True,0.0,0.0,0.02,UCDtKSxLXbPaY1me33LNS1hg
False,False,False,0.0,0.0,0.0,UC7dM-qkp0qzPwzEBoPYEdbw
False,True,False,0.02,0.0,0.0,UCDwJWkIRoHVTtzR9tJZbP-A
False,False,False,0.0,0.0,0.0,UCE0rCs4o2LvINT1b0zXsOoQ
False,False,False,0.0,0.0,0.0,UC-ni0xL6ILMFdzf1A2s4__A
False,False,False,0.0,0.0,0.0,UC8u9IhLFN3pjQkm3fU3C_cg
False,False,True,0.0,0.0,1.0,UCH8HxtIoKOmG4WekL8u0sAA
False,False,False,0.0,0.0,0.0,UChzdk2cqwRe1zKP_y6BJx6w
False,True,True,0.04,0.0,0.06,UCwuDhB4uZZwE4LQtdgEQfjA
False,True,True,0.12,0.0,0.54,UCEAqXzRbASieolsVgYrceKA
True,False,True,0.0,0.68,0.2,UCJ94IBNmj9bBGHgqV1EXCBw
True,True,False,0.02,0.74,0.0,UC6iWKC08iw9K-R6Wh5pbZNQ
False,False,True,0.0,0.0,0.56,UCIUA7-MNA9NyrpimQo7Dw8g
False,False,True,0.0,0.0,1.0,UCYkwcqwLUXZu3aJ7VO5VONg
False,False,False,0.0,0.0,0.0,UCCqf8dks4cTPkrveaEA2U2A
False,False,True,0.0,0.0,0.02,UCzlZYhwwaIGZABqaEffGj-g
False,False,False,0.0,0.0,0.0,UCKcx1uK38H4AOkmfv4ywlrg
False,False,True,0.0,0.0,0.64,UCqLT3WdpXcA5ijEvQS6VGiQ
False,False,False,0.0,0.0,0.0,UCNYJOAz1J80HEJy2HSM772Q
False,False,False,0.0,0.0,0.0,UCJSOTfi0GU-_irJirSUcoNQ
False,True,False,0.12,0.0,0.0,UCiwm7ygHlhcCQdcOIPdOL-A
False,False,False,0.0,0.0,0.0,UCw2y5qkOuOeJ5qxn0OflX2Q
False,False,False,0.0,0.0,0.0,UCXK6CZiU3AaWECNAC7ekrjg
False,False,False,0.0,0.0,0.0,UCBShlKe5s0Z04tDm4-gXDeg
True,True,False,0.06,0.04,0.0,UCT1mF-u0Lcf7bYuUWTvDcpw
True,False,False,0.0,0.02,0.0,UCJCNNoAsYxdt_1RZq3PljMA
True,True,False,0.02,0.24,0.0,UC2dJa-E7V3vYISma7vBVK8g
False,False,False,0.0,0.0,0.0,UCaL6Fn_Exyfe2tzBMI4cHVw
True,True,False,0.04,0.02,0.0,UCynYFK5Rt5yXdG7Sw0hbAgg
True,False,False,0.0,0.02,0.0,UCjgMTz6TiYMXcfDzpx1GRwg
False,False,False,0.0,0.0,0.0,UC874WmmCVtIwTG4gQbWHKUQ
True,True,True,0.02,0.98,0.98,UCuyoMfEQ224CmC_oZF7tcsg
False,True,True,0.06,0.0,0.02,UCgRu-64dRnvPdjYpzqyQWTQ
False,True,False,0.02,0.0,0.0,UCCvgLV2Ixb8KCemj-UtXZ-g
True,True,False,0.06,0.02,0.0,UCE7GmAYeBVgqDItdX2ihuHQ
False,False,False,0.0,0.0,0.0,UCUaMr-EV-bsL5nK8o0JvBwQ
False,False,False,0.0,0.0,0.0,UCZu-ll8ueyVMvnMTEOVnm5Q
False,False,False,0.0,0.0,0.0,UCZ7HuQxnGJL76G8gQup_E7w
True,False,False,0.0,0.12,0.0,UC_iWTl1xK3DpGHuvppbHh9w
False,False,False,0.0,0.0,0.0,UC8JvT2osp6pU4AOEmlGuYkw
False,False,False,0.0,0.0,0.0,UCVepIJedg6BMQeSgjPY4e6A
False,False,False,0.0,0.0,0.0,UCVHhZe7fuBk9pvvjLJza0ZA
True,True,False,0.18,0.14,0.0,UCuUGWPQIfEBdGXx67myk6hQ
False,False,False,0.0,0.0,0.0,UCM_zp2dVNflkGFWAFM_N7lg
True,True,True,0.16,0.92,0.58,UCU9rHRAeSzi--j1jkXQ47RA
False,False,False,0.0,0.0,0.0,UCgvVxB6GKYpyZY1Hh9u-uSQ
False,True,False,0.02,0.0,0.0,UCHBDXQDmqnaqIEPdEapEFVQ
False,False,False,0.0,0.0,0.0,UCeGkDFWeW82vSaoW8RxKUbw
False,False,False,0.0,0.0,0.0,UCHsypDw2EIbNOfam7uJy-zg
False,True,False,0.02,0.0,0.0,UCkXk2h_GnO5AAZYk1yhSLpA
False,False,False,0.0,0.0,0.0,UCqIWe1nSlsnpwGOsd2fDUJA
False,False,False,0.0,0.0,0.0,UCWPQB43yGKEum3eW0P9N_nQ
False,False,False,0.0,0.0,0.0,UChg9nOlothaidIoBeZ6LA2Q
True,False,False,0.0,0.02,0.0,UCHX5-wIWTaClDu6uTKXKItg
False,False,False,0.0,0.0,0.0,UCrzYfbkW3iKGqMYyERSr_Cw
False,False,False,0.0,0.0,0.0,UCoIx_tj6ORBKPre2k_6fFaw
False,False,False,0.0,0.0,0.0,UCS4H5zxSjH_WoH92q2_xtMg
False,False,False,0.0,0.0,0.0,UCaUPjphSCehRXTnGvgmaOZA
False,False,False,0.0,0.0,0.0,UC0Ycy605moCyjXH0LxzzGRg
True,True,True,0.06,0.34,0.5,UCvPXiKxH-eH9xq-80vpgmKQ
False,True,False,0.02,0.0,0.0,UCUmVipYm2QLX1MqytvV5K_Q
False,False,True,0.0,0.0,0.02,UC_FgXFLViLeyKTyQ7n7hWHg
True,True,False,0.04,0.96,0.0,UCiQMYozSSTkJ2twtZM1bG9w
False,False,False,0.0,0.0,0.0,UCfXhB7I5gVw6yxbUkNcDf6w
True,True,False,0.04,0.02,0.0,UCYlmZUL_kFsXSq17Tz6jFWQ
False,True,False,0.02,0.0,0.0,UC-o9_uk3EqdIX4Lmqc0jp_Q
False,False,False,0.0,0.0,0.0,UCz4Qb-1lIttNRgB_lQDm6eA
False,False,False,0.0,0.0,0.0,UCpcquJ0xaLbzGpvE1uu93jg
False,True,False,0.02,0.0,0.0,UCsTLzeIkVliM0odNrFS8ajg
True,False,False,0.0,0.04,0.0,UCbR6jJpva9VIIAHTse4C3hw
False,True,True,0.1,0.0,1.0,UCqdcfoz9hDXCXbJDaklkwjQ
True,False,True,0.0,0.04,0.3,UCZ04pLI44c0PWRzubEV6ogA
True,False,False,0.0,0.02,0.0,UCYOvwzHL8OmCBEbBO6AdMXQ
False,True,True,0.02,0.0,0.02,UC_RcXdA6CxPWDApS4avk8nw
False,False,False,0.0,0.0,0.0,UCB5-9DHv6C6WMJOksBocwJQ
False,False,True,0.0,0.0,0.28,UCivgedmwoy8PH8bpaWeXT_Q
True,False,False,0.0,0.02,0.0,UC9sl807Cmwxr8cKhPKoIYNQ
False,False,False,0.0,0.0,0.0,UCfzuJecdM0uhX7HfICewt3Q
False,False,False,0.0,0.0,0.0,UCpXAlDjAko545fZjAIKmA8A
False,False,False,0.0,0.0,0.0,UC8Bw0hDPVNvEJW-lrv9J-Tw
False,False,False,0.0,0.0,0.0,UCfYReF1e8lI85qH8FndkqBw
False,False,True,0.0,0.0,0.2,UC3gWv-0A3qEeFBJESlsJa0g
False,False,True,0.0,0.0,0.22,UChMKB2AHNpeuWhalpRYhUaw
False,False,False,0.0,0.0,0.0,UCAqbVFDX4LxXsOLL-_Xignw
False,False,True,0.0,0.0,0.16326530612244897,UCtjMeOquMoPyqiDtzAUlD4g
True,True,True,0.06,0.02,0.88,UCd9TUql8V7J-Xy1RNgA7MlQ
False,True,True,0.06,0.0,0.62,UCev-WO-s0bnCA8bMvIDDZ0Q
False,False,False,0.0,0.0,0.0,UC_7-v7DNaJwpx-4e1jRzcbA
False,False,False,0.0,0.0,0.0,UCPGTwnuYHJ0nb6osWd9v7gg
False,False,False,0.0,0.0,0.0,UC_GbcQ2oIdfgBPVeu3K9oAw
False,False,False,0.0,0.0,0.0,UCWA1k1HggNlY8UDmBYT1W0Q
False,False,False,0.0,0.0,0.0,UCy1aus7oqacu2Wc7JDGOpDw
False,False,False,0.0,0.0,0.0,UCVnB-vkuwI7wmS3UykiGqKA
False,True,True,0.02,0.0,1.0,UCXIvhdNOzEdpdCSxTzsJm6w
False,True,False,0.04,0.0,0.0,UCkfTm3HfC4Fqr5dTPJHc9Fg
False,False,False,0.0,0.0,0.0,UCXNtS5Od_4Njr6J5YJo2uyg
False,False,False,0.0,0.0,0.0,UC6MJIsfLCk6uLqPyeOEKrmw
False,False,False,0.0,0.0,0.0,UCPAiS32go3-GwTO0kmlVX7g
False,False,False,0.0,0.0,0.0,UCmYew1VwdbpHnSFG-CQ1A-A
False,False,False,0.0,0.0,0.0,UCamuUo6F8lnuWM5HTgY19eg
False,False,False,0.0,0.0,0.0,UCuI1rS9eUILMn-wAo0oQF2w
False,False,True,0.0,0.0,0.16,UC8noP549VXCDSUkrNzGPYPQ
False,False,False,0.0,0.0,0.0,UCtvNkr4kV3GAEHAFqe5UocQ
False,False,False,0.0,0.0,0.0,UC8K9ptYhFDTtnUDoz95WJQw
False,False,True,0.0,0.0,0.02,UCvnm_PY4H-kFy4gyonx3Fvg
True,False,True,0.0,0.34,0.34,UCeIH2w0nMc0nSB6ZcQL6knQ
True,False,False,0.0,0.76,0.0,UCb1oLJAwjQWFcuR-1JlcNHg
False,True,False,0.02,0.0,0.0,UC4nJnJ-HO5vVbGlJ14rf5yg
False,False,False,0.0,0.0,0.0,UCQKxLybXx_N0pb_8YNFLDSg
False,False,False,0.0,0.0,0.0,UCk-KURTfguuNATLwmgIk5AQ
False,False,False,0.0,0.0,0.0,UCCYoMmYgjielHDoHBcRO95w
False,False,False,0.0,0.0,0.0,UC9EwwCBwzWhGGlNJujnnnRA
False,False,False,0.0,0.0,0.0,UCak_T_U_EWN49_aTdl7FCqw
False,True,False,0.1,0.0,0.0,UCezigxVj-1apEoLHk4ah-2Q
False,False,False,0.0,0.0,0.0,UCu2vVoPgxHKcj8geV0pwR-w
False,False,False,0.0,0.0,0.0,UCVFKfZppODLk4oj5N9Qypdg
False,False,False,0.0,0.0,0.0,UCWp2Kj8aD9XlCGiIZzwHciw
True,True,True,0.12,0.02,0.08,UCZDA1kA3y3EIg25BpcHSpwQ
False,False,False,0.0,0.0,0.0,UCngkX2grzKhYBx1stz08Z3Q
False,False,False,0.0,0.0,0.0,UCSE1kqyWhjQC8uWJqnDpPgg
True,True,False,0.06,0.78,0.0,UCFrufV61J95f1ylwEWyMwLQ
False,False,False,0.0,0.0,0.0,UCrzTJBsiyjoO2Qlp2B5VmtQ
False,False,False,0.0,0.0,0.0,UCyaDDjiNgWX-uRXOx6LPsYQ
False,False,False,0.0,0.0,0.0,UCZuuX733ImhEE-ujmWPoZZA
False,False,False,0.0,0.0,0.0,UCaBm-dsLuWnRgAjhs0gXsHw
False,False,False,0.0,0.0,0.0,UC34mvxbzl-tk5AXpFaQksWg
False,False,True,0.0,0.0,0.04,UCd21m0AHf4Vx88Znty7v4Cw
False,False,False,0.0,0.0,0.0,UCtM5z2gkrGRuWd0JQMx76qA
False,True,False,0.02,0.0,0.0,UC9h5YEjla8WeIIsifbf84_Q
False,False,False,0.0,0.0,0.0,UCF2hfsfww7qYrkZxipHYbLw
False,False,False,0.0,0.0,0.0,UC0ufW3qv1DDE8ucnwK6jvTA
False,False,False,0.0,0.0,0.0,UCF3YP2US-aneLZyBUawaPow
True,True,False,0.22,0.02,0.0,UCxNcCtPqqGIMEDwDACPVoHg
True,True,False,0.1,0.42,0.0,UCgtHJiyE6ZwaJO65tdudDfw
True,False,False,0.0,0.82,0.0,UClQPk2WbC23z3eogxPbbOjw
False,True,True,0.08,0.0,0.88,UCI7w8UvDDnGn1IjyxneUqaQ
True,False,True,0.0,0.14,0.02,UC-7XY-W_C84cW2MNqujgFpg
False,False,False,0.0,0.0,0.0,UCbBDvFYMO5_DIseyq2KCFIw
False,False,False,0.0,0.0,0.0,UCgLIqyXqVICuEJqmhf8BqVQ
False,False,False,0.0,0.0,0.0,UCNMZWa1QP42jHrmmzayFEeg
False,False,False,0.0,0.0,0.0,UCZfsrIV68Oegr5bJgAMLBDA
False,False,False,0.0,0.0,0.0,UCK3vmdxfttWSGm4P-31laEQ
False,False,False,0.0,0.0,0.0,UCiKGMZZmZXK-RpbKJGXgH3Q
False,False,False,0.0,0.0,0.0,UCGnVb3zNM46mvKCUjFTUXGw
False,False,False,0.0,0.0,0.0,UCdmNJsuJRK5Y-1yjt_W4JZg
False,False,False,0.0,0.0,0.0,UC1XHNZDn3btv7454Pkz7THg
False,True,False,0.06,0.0,0.0,UCc5h7Pz308KNjOunkmw0GOA
False,False,False,0.0,0.0,0.0,UCOGvlnxT5eZ9YP6E3ydQBoA
False,False,True,0.0,0.0,0.04,UCNdUFOtzSx3FS71pHkQLxhQ
True,True,False,0.02,0.56,0.0,UC1YKc1TB0-bvWFXo8RqNJlQ
False,False,False,0.0,0.0,0.0,UCmFDenhA2kX5W8XGtLEhm2A
True,False,False,0.0,0.14,0.0,UCAp990eMLzmei84WNR4ptgA
False,False,True,0.0,0.0,0.02,UCvJNQtApqga0jkpW0G1bYHQ
False,False,False,0.0,0.0,0.0,UCWiMuLgAnAlvljtGBZa8CMg
False,False,False,0.0,0.0,0.0,UCXucNtotmuyjzVQ_2b7l0ew
False,False,False,0.0,0.0,0.0,UCpHzUcfXMPznLZHCDQtCp9w
False,False,False,0.0,0.0,0.0,UCEmt6V784L__JNBrSDiPeWw
False,False,False,0.0,0.0,0.0,UCbsA_ePgK2dznl40AaICyyQ
False,False,True,0.0,0.0,0.74,UCI_hjK53AIDlpB-Rpr1WnwQ
True,False,True,0.0,0.08,1.0,UC7EFWpvc1wYuUwrtZ_BLi9A
False,False,False,0.0,0.0,0.0,UCjZm4zGh9jz8dvQUbc2gB3A
False,False,False,0.0,0.0,0.0,UC5e0xSqwDGlRg3sdvGQh7lg
False,False,True,0.0,0.0,0.9,UChuLeaTGRcfzo0UjL-2qSbQ
False,False,False,0.0,0.0,0.0,UC0uJKUXiU5T41Fzawy5H6mw
False,False,True,0.0,0.0,1.0,UCfGyvxAlTR4loVbkW15vrkw
False,True,False,0.02,0.0,0.0,UCWvMmm_sSdgALpo1Ci4WvtQ
False,True,False,0.02,0.0,0.0,UCSoIMezNW34AW2HhkFLscMw
False,False,True,0.0,0.0,0.98,UCtA9NW3AJMEfNE1QCO2IPrw
False,False,False,0.0,0.0,0.0,UCVOaYjNLMhIqW0faahP7uZw
False,False,False,0.0,0.0,0.0,UCM_4wLKpZQN16qdjcSnoHkg
False,False,False,0.0,0.0,0.0,UC1V1PQT_ZVRjzuzioG05rrQ
False,False,False,0.0,0.0,0.0,UCmS-OqHBmZxT80GO-QdIIzA
True,True,False,0.06,0.02,0.0,UC_6QN3CBe-0EW5pGCTKzEfQ
False,False,False,0.0,0.0,0.0,UCyVoCBsCZ2cD4snhjcID4tg
False,False,True,0.0,0.0,0.5,UCk6Jvjrs7XbCtWwFBbWt6lw
False,False,True,0.0,0.0,0.14,UCFLlz5_bxaijqvoTl-N3KAg
False,False,False,0.0,0.0,0.0,UCSkDwhqeaVoyuNpNzGhhRXg
True,False,False,0.0,0.96,0.0,UCFuyCsMOEkJ27lHZ-AT9TmA
False,False,False,0.0,0.0,0.0,UCeb2N9LKP3KTyRv0ZbFduvA
False,False,False,0.0,0.0,0.0,UCGiJnK-nza-ANW1LNc0JxSA
False,False,False,0.0,0.0,0.0,UCWQm7yvkMGbQXbufntto6jQ
False,False,False,0.0,0.0,0.0,UCUmtv4tbmry7iVs5RIuZS5Q
